,long,lat,Y
185,37.73621588945,55.7759388266,0.0
186,37.752336,55.687032,0.0
187,37.754,55.806,0.0
188,37.756,55.426,0.0
189,37.75670260191,55.70864042076,0.0
190,37.764,55.512,0.0
191,37.764,55.672,0.0
192,37.78,55.762,0.0
193,37.782,55.798,0.0
194,37.78624096979,55.61048953099,0.0
195,37.78871208429,55.79897129701,0.0
196,37.7900273,55.7538055,0.0
197,37.79364198446,55.70780785691,0.0
198,37.794,55.714,0.0
199,37.79808372259,55.75251799524,0.0
200,37.816,55.556,0.0
201,37.816,55.706,0.0
202,37.8235155347,55.74992122378,0.0
203,37.83974647522,55.69968850855,0.0
204,37.84,55.416,0.0
205,37.844,55.388,0.0
206,37.848,55.686,1.0
207,37.858,55.668,0.0
208,37.864,55.63,0.0
209,37.876,59.126,0.0
210,37.88,55.908,0.0
211,37.884,55.752,0.0
212,37.885485,55.59081,0.0
213,37.894,59.134,0.0
214,37.90213545319,55.7795326697,0.0
215,37.904,59.12,0.0
216,37.91,59.124,0.0
217,37.91106820104,55.69215481111,0.0
218,37.92504876852,55.70239438974,0.0
219,37.928,59.082,0.0
220,37.934,59.144,0.0
221,37.95,55.506,0.0
222,37.96,55.696,0.0
223,37.97,59.12,0.0
224,37.984,55.7,0.0
225,38.022,55.728,0.0
226,38.048,55.736,0.0
227,38.04834723473,55.63277472434,0.0
228,38.0487139,55.7351942,0.0
229,38.058,55.566,0.0
230,38.082,55.806,0.0
231,38.084,55.762,0.0
232,38.09320371389,53.15059514001,0.0
233,38.096,55.602,0.0
234,38.11208387333,56.07135397576,0.0
235,38.20505529642,55.58640389519,0.0
236,38.21110904217,55.72249067894,0.0
237,38.224,55.772,0.0
238,38.27,55.7,0.0
239,38.432,55.472,0.0
240,38.5169506073,54.85361578212,0.0
241,38.52,55.434,0.0
242,38.58043313026,55.25641039638,0.0
243,38.65706328301,55.19705801455,0.0
244,38.71,55.03,1.0
245,38.73227834702,55.1065084214,0.0
246,38.734,54.146,0.0
247,38.76,55.096,0.0
248,38.772,55.082,0.0
249,38.838,55.046,0.0
250,38.866,56.742,0.0
251,39.25343155861,54.91813135648,0.0
252,39.686,57.664,0.0
253,39.786,54.616,0.0
254,39.79066997766,54.60222641591,0.0
255,39.80011671782,57.76157525044,0.0
256,39.81774955988,54.61227090407,0.0
257,40.35,56.114,0.0
258,40.358,56.104,0.0
259,40.4497034,56.4260365,0.0
260,40.952,57.764,0.0
261,40.984,57.012,0.0
262,40.998,56.97,0.0
263,41.094,56.928,0.0
264,41.278,57.372,0.0
265,41.368,52.788,0.0
266,41.394,56.844,0.0
267,41.422,56.858,0.0
268,41.728,57.1,0.0
269,43.39729213636,56.2328929417,0.0
270,43.854,56.232,0.0
271,43.898,56.264,0.0
272,43.922,56.272,0.0
273,43.92649516269,56.32326128406,0.0
274,43.944,56.232,0.0
275,43.98,56.274,0.0
276,43.992,56.328,0.0
277,44.0029746294,56.31194522665,0.0
278,44.048,56.312,0.0
279,44.068,56.314,0.0
280,44.99773580384,53.2005869066,0.0
281,45.008,53.198,0.0
282,45.11784821749,54.22250226935,0.0
283,45.65599322319,50.36492178788,0.0
284,47.77453869581,56.63861759954,0.0
285,48.386,54.332,0.0
286,48.742,55.748,0.0
287,48.746,55.75,0.0
288,48.752,55.748,0.0
289,49.07228261232,55.82244600476,0.0
290,49.124,55.832,0.0
291,49.138,55.784,0.0
292,49.27441388369,55.80128539968,0.0
293,49.398,53.518,0.0
294,49.398,53.532,0.0
295,49.426,53.504,0.0
296,49.456,53.516,0.0
297,49.47,53.474,0.0
298,49.474,53.528,1.0
299,50.016,53.53,0.0
300,50.19,58.708,0.0
301,55.878,53.574,0.0
302,55.886,53.626,0.0
303,55.8966833,53.5847099,0.0
304,55.9029164,53.6232781,0.0
305,55.904,53.514,0.0
306,56.29,57.996,0.0
307,56.30535221097,58.02963814317,0.0
308,56.31285648116,58.0076057,0.0
309,58.948,53.362,0.0
310,60.554,56.864,0.0
311,60.658,56.832,0.0
312,60.672,56.878,0.0
313,61.092,55.252,0.0
314,61.268,55.13,0.0
315,61.29291799048,55.1789441,0.0
316,61.302,55.188,0.0
317,61.31,55.174,0.0
318,61.36,55.15,1.0
319,61.3967836,55.2503698,0.0
320,65.33691376448,55.44519301431,1.0
321,65.49757799071,57.1847695,0.0
322,73.076,55.04,0.0
323,73.13725411717,55.01682289138,0.0
324,73.15,55.034,0.0
325,73.168,55.06,0.0
326,73.17206501757,54.95051866053,0.0
327,73.23226690292,55.00144700309,0.0
328,73.23532819726,55.17905604746,0.0
329,73.24218571186,55.03207558714,0.0
330,73.248,54.976,0.0
331,73.254,55.024,0.0
332,73.25741529465,54.99870741007,0.0
333,73.2592558856,55.03708401198,0.0
334,73.268,55.048,0.0
335,73.27190170407,55.04239385,0.0
336,73.2785016,55.0304623,0.0
337,73.284,55.068,0.0
338,73.30155265308,55.02452473469,0.0
339,73.3023876,54.9856172,0.0
340,73.3040526,55.04266815,0.0
341,73.31135153778,55.03555369906,1.0
342,73.31667172907,54.9060120198,0.0
343,73.32881748665,55.0373425733,0.0
344,73.33623147008,54.95469727226,0.0
345,73.33783221304,54.93162232092,0.0
346,73.3475482472,55.00212207566,0.0
347,73.36512489143,54.9942913,0.0
348,73.37456166821,55.01434865477,0.0
349,73.38358005198,54.9524555,0.0
350,73.388,54.98,0.0
351,73.39293837569,54.94216439513,0.0
352,73.40463035,55.00913445,0.0
353,73.42,54.858,0.0
354,73.422,55.05,0.0
355,73.42407166958,54.95047082367,0.0
356,73.443536759,54.96364028899,0.0
357,73.444,54.914,0.0
358,73.444,54.942,0.0
359,73.44887971936,54.99327788453,0.0
360,73.45471057164,54.96670635,0.0
361,73.46,55.006,0.0
362,73.462,55.034,0.0
363,73.46269977111,54.96060007375,0.0
364,73.496,54.926,0.0
365,73.504,54.918,0.0
