,long,lat,Y
0,30.11272609234,59.78794146864,0.0
1,30.1248845458,59.28226244769,0.0
2,30.13777096822,59.5699308,1.0
3,30.167147,50.541236,1.0
4,30.16761213541,59.8260592845,0.0
5,30.24,50.402,0.0
6,30.24010419846,59.94497287318,0.0
7,30.271524,50.556047,0.0
8,30.287649,50.442694,0.0
9,30.298,53.866,0.0
10,30.3,59.912,0.0
11,30.306,59.928,0.0
12,30.316,59.976,0.0
13,30.33039,59.9953,0.0
14,30.33430314669,59.76915984536,0.0
15,30.346,59.98,0.0
16,30.35221838954,53.91246583036,0.0
17,30.356186627,59.92415315824,0.0
18,30.374,50.308,0.0
19,30.404,59.926,0.0
20,30.424,52.36,1.0
21,30.448,50.514,0.0
22,30.464,59.864,0.0
23,30.46421269421,50.41821167847,0.0
24,30.466,50.454,0.0
25,30.468,59.732,0.0
26,30.472,59.942,0.0
27,30.485858,50.433569,0.0
28,30.486,50.52,0.0
29,30.50175075718,59.83857579852,0.0
30,30.51105380053,50.51408865366,0.0
31,30.54316144204,50.41055498143,0.0
32,30.568,59.736,0.0
33,30.57750999928,50.49908358179,0.0
34,30.612,50.464,0.0
35,30.636,59.862,0.0
36,30.642,59.938,0.0
37,30.778,50.39,0.0
38,30.816,50.514,0.0
39,30.832,50.506,0.0
40,30.84,50.514,0.0
41,31.026,52.36,0.0
42,32.6232938,57.1067657,0.0
43,34.351668,50.218826,0.0
44,35.96,56.026,0.0
45,36.2713030971,54.56806933241,0.0
46,36.45,55.228,0.0
47,36.65594279766,56.67482882641,0.0
48,36.906,55.35,0.0
49,36.96188628674,56.72462799697,0.0
50,37.036,55.816,0.0
51,37.046,55.826,0.0
52,37.078,55.808,0.0
53,37.08116471522,55.81093665133,0.0
54,37.084,55.818,0.0
55,37.132,55.814,0.0
56,37.133724,55.840821,0.0
57,37.136,55.976,0.0
58,37.14110344648,55.82708182814,0.0
59,37.17250943184,54.80380165602,0.0
60,37.17927718117,55.83495287406,0.0
61,37.184,55.838,0.0
62,37.208,56.002,0.0
63,37.212,55.998,0.0
64,37.248,55.432,0.0
65,37.252,55.992,0.0
66,37.26506710052,55.88712099602,0.0
67,37.28784084326,54.78861535097,0.0
68,37.292,55.838,0.0
69,37.304,55.624,0.0
70,37.30954349041,55.81702314194,0.0
71,37.314,55.942,0.0
72,37.31867641211,55.94075088351,0.0
73,37.32381016016,55.806641258,0.0
74,37.33,55.822,0.0
75,37.33812144645,55.820439,0.0
76,37.34,55.846,0.0
77,37.34859108925,55.85095100586,0.0
78,37.356,55.638,0.0
79,37.37725585699,55.82200433443,0.0
80,37.39,55.858,0.0
81,37.404,55.802,0.0
82,37.412,55.756,0.0
83,37.4133044,55.91813255,0.0
84,37.422,55.656,0.0
85,37.442,55.84,0.0
86,37.44770675898,55.5902298491,0.0
87,37.452,55.782,0.0
88,37.45631933212,55.67769878325,0.0
89,37.45888352394,55.72170278576,0.0
90,37.4594407333,55.70301725,0.0
91,37.46,55.09,0.0
92,37.46,55.592,0.0
93,37.46,55.698,0.0
94,37.46,55.702,0.0
95,37.46,55.814,0.0
96,37.462,55.682,0.0
97,37.462,55.872,0.0
98,37.46527039979,55.73339786772,0.0
99,37.46927168844,55.89069243464,0.0
100,37.472,55.868,0.0
101,37.47534155846,55.86372285624,0.0
102,37.47536301613,55.62872280098,0.0
103,37.4754989133,55.6287268392,0.0
104,37.478,55.708,0.0
105,37.484,55.95,0.0
106,37.48569220304,55.7628912493,0.0
107,37.488,55.57,0.0
108,37.488,55.828,0.0
109,37.48824199039,55.87537630439,0.0
110,37.48973084898,55.56715718725,0.0
111,37.49,55.82,0.0
112,37.494,55.694,0.0
113,37.4955289,55.8789947,0.0
114,37.496,55.776,0.0
115,37.496,55.94,0.0
116,37.49738663435,55.54359022004,0.0
117,37.498,55.968,0.0
118,37.502,55.97,0.0
119,37.508,55.668,0.0
120,37.5125904,55.6606221,0.0
121,37.51887059241,55.71542533875,0.0
122,37.51895695925,55.93632688775,0.0
123,37.51974016428,55.93744761902,0.0
124,37.52,55.78,0.0
125,37.52318948507,55.88339930266,0.0
126,37.5259333849,55.93963490463,1.0
127,37.52622842789,55.83953140656,0.0
128,37.528,55.782,0.0
129,37.532,55.64,0.0
130,37.53497213244,55.60948516238,0.0
131,37.54,55.922,0.0
132,37.54050046206,55.92889859446,0.0
133,37.54126489064,55.59101044569,0.0
134,37.54173648716,55.8845002889,0.0
135,37.544,55.74,1.0
136,37.544,55.776,0.0
137,37.54950463772,55.69341865384,0.0
138,37.55808,55.504349,0.0
139,37.566,55.686,0.0
140,37.57,55.684,0.0
141,37.57,55.766,0.0
142,37.572,55.79,0.0
143,37.574,55.82,0.0
144,37.57524579763,55.85087150738,0.0
145,37.578,55.67,0.0
146,37.582044,55.573902,0.0
147,37.58636623621,55.70938551022,0.0
148,37.592,55.654,0.0
149,37.592,55.77,0.0
150,37.592,55.87,0.0
151,37.594,55.63,0.0
152,37.6,55.688,1.0
153,37.602,55.648,0.0
154,37.602016,55.895416,0.0
155,37.60206252337,55.60421902821,0.0
156,37.606,55.72,0.0
157,37.612,55.724,1.0
158,37.61264801902,55.78965757703,0.0
159,37.628,55.672,1.0
160,37.632,54.228,1.0
161,37.638,55.848,0.0
162,37.64254832271,55.85530992435,0.0
163,37.644,55.852,0.0
164,37.654,55.882,0.0
165,37.656,55.706,0.0
166,37.658,55.772,0.0
167,37.664,55.536,1.0
168,37.664,55.89,0.0
169,37.668,55.25,0.0
170,37.66824574451,55.7036623,0.0
171,37.66953740967,55.72483110944,0.0
172,37.67,55.638,0.0
173,37.672,55.766,0.0
174,37.67329394817,55.68570131986,0.0
175,37.702,55.656,0.0
176,37.71,55.652,0.0
177,37.71438013175,55.61302612525,0.0
178,37.71470189095,55.54184463348,0.0
179,37.71483755058,55.80665495,0.0
180,37.718,55.764,0.0
181,37.73,55.586,0.0
182,37.73338347673,55.81068710595,0.0
183,37.73465967175,55.76228641275,0.0
184,37.73473531008,55.60194616744,0.0
